Title,Name,Date of Birth,Image URL,Start Date of Mandate
10. saziv Hrvatskoga sabora ,Majda Burić ,9. prosinca 1979,https://www.sabor.hr/sites/default/files/uploads/sabor/2021-06-25/133902/Buric_Majda.jpeg,25.06.2021.
